category,brand,name,price,features,tier,use_case_tags,compatibility_tags
"Network Switches (AV-friendly)",Aruba (HPE),Aruba (HPE) EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Aruba (HPE),Aruba (HPE) QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Niveo Professional,Niveo Professional ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Niveo Professional,Niveo Professional ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Niveo Professional,Niveo Professional ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Niveo Professional,Niveo Professional AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Niveo Professional,Niveo Professional AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Extreme Networks,Extreme Networks AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Extreme Networks,Extreme Networks EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Extreme Networks,Extreme Networks AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Extreme Networks,Extreme Networks AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Extreme Networks,Extreme Networks ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Ubiquiti,Ubiquiti ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Ubiquiti,Ubiquiti EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Ubiquiti,Ubiquiti ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Ubiquiti,Ubiquiti AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Ubiquiti,Ubiquiti ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Araknis,Araknis EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Araknis,Araknis QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Araknis,Araknis ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Araknis,Araknis ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",Araknis,Araknis ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",MikroTik,MikroTik AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",MikroTik,MikroTik AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",MikroTik,MikroTik AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",MikroTik,MikroTik EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Network Switches (AV-friendly)",MikroTik,MikroTik AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Extron,Extron AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Premium,"",""
"Room Scheduling & Touch Panels",Extron,Extron ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Premium,"",""
"Room Scheduling & Touch Panels",Extron,Extron ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Premium,"",""
"Room Scheduling & Touch Panels",Extron,Extron EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Premium,"",""
"Room Scheduling & Touch Panels",Extron,Extron ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Premium,"",""
"Room Scheduling & Touch Panels",Extron,Extron AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Premium,"",""
"Room Scheduling & Touch Panels",Q-SYS,Q-SYS ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Enterprise,"","q_sys"
"Room Scheduling & Touch Panels",Q-SYS,Q-SYS EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Enterprise,"","q_sys"
"Room Scheduling & Touch Panels",Q-SYS,Q-SYS QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Enterprise,"","q_sys"
"Room Scheduling & Touch Panels",Q-SYS,Q-SYS ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Enterprise,"","q_sys"
"Room Scheduling & Touch Panels",Q-SYS,Q-SYS ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Enterprise,"","q_sys"
"Room Scheduling & Touch Panels",IAdea,IAdea ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",IAdea,IAdea AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",IAdea,IAdea AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",IAdea,IAdea AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",IAdea,IAdea EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Humly,Humly AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Humly,Humly AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Humly,Humly ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Humly,Humly ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Humly,Humly EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Yealink,Yealink ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Yealink,Yealink AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Yealink,Yealink ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Yealink,Yealink EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Yealink,Yealink QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Room Scheduling & Touch Panels",Logitech Tap Scheduler,Logitech Tap Scheduler ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"","logitech_sync,room_booking"
"Room Scheduling & Touch Panels",Logitech Tap Scheduler,Logitech Tap Scheduler ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"","logitech_sync,room_booking"
"Room Scheduling & Touch Panels",Logitech Tap Scheduler,Logitech Tap Scheduler ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"","logitech_sync,room_booking"
"Room Scheduling & Touch Panels",Logitech Tap Scheduler,Logitech Tap Scheduler AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"","logitech_sync,room_booking"
"Room Scheduling & Touch Panels",Logitech Tap Scheduler,Logitech Tap Scheduler AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"","logitech_sync,room_booking"
"Assistive Listening & Hearing Loop",Williams AV,Williams AV AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Williams AV,Williams AV EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Williams AV,Williams AV AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Williams AV,Williams AV AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Williams AV,Williams AV ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Sennheiser MobileConnect,Sennheiser MobileConnect ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Premium,"",""
"Assistive Listening & Hearing Loop",Sennheiser MobileConnect,Sennheiser MobileConnect EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Premium,"",""
"Assistive Listening & Hearing Loop",Sennheiser MobileConnect,Sennheiser MobileConnect ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Premium,"",""
"Assistive Listening & Hearing Loop",Sennheiser MobileConnect,Sennheiser MobileConnect AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Premium,"",""
"Assistive Listening & Hearing Loop",Sennheiser MobileConnect,Sennheiser MobileConnect ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Premium,"",""
"Assistive Listening & Hearing Loop",Ampetronic,Ampetronic EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Ampetronic,Ampetronic QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Ampetronic,Ampetronic ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Ampetronic,Ampetronic ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Assistive Listening & Hearing Loop",Ampetronic,Ampetronic ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Middle Atlantic (Power),Middle Atlantic (Power) AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Middle Atlantic (Power),Middle Atlantic (Power) AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Middle Atlantic (Power),Middle Atlantic (Power) AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Middle Atlantic (Power),Middle Atlantic (Power) EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Middle Atlantic (Power),Middle Atlantic (Power) AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Furman,Furman AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Furman,Furman ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Furman,Furman ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Furman,Furman EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Furman,Furman ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Tripp Lite (Eaton),Tripp Lite (Eaton) AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Tripp Lite (Eaton),Tripp Lite (Eaton) ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Tripp Lite (Eaton),Tripp Lite (Eaton) EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Tripp Lite (Eaton),Tripp Lite (Eaton) QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Tripp Lite (Eaton),Tripp Lite (Eaton) ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",APC (Schneider Electric),APC (Schneider Electric) ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",APC (Schneider Electric),APC (Schneider Electric) ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",APC (Schneider Electric),APC (Schneider Electric) AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",APC (Schneider Electric),APC (Schneider Electric) AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",APC (Schneider Electric),APC (Schneider Electric) AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Eaton,Eaton EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Eaton,Eaton AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Eaton,Eaton AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Eaton,Eaton ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",Eaton,Eaton ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",CyberPower,CyberPower EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",CyberPower,CyberPower ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",CyberPower,CyberPower AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",CyberPower,CyberPower ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",CyberPower,CyberPower EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",GUDE Systems,GUDE Systems QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",GUDE Systems,GUDE Systems ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",GUDE Systems,GUDE Systems ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",GUDE Systems,GUDE Systems ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
"Power, UPS & PDU",GUDE Systems,GUDE Systems AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Extron (SMP),Extron (SMP) AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Premium,"",""
Lecture Capture & Recording,Extron (SMP),Extron (SMP) AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Premium,"",""
Lecture Capture & Recording,Extron (SMP),Extron (SMP) EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Premium,"",""
Lecture Capture & Recording,Extron (SMP),Extron (SMP) AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Premium,"",""
Lecture Capture & Recording,Extron (SMP),Extron (SMP) AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Premium,"",""
Lecture Capture & Recording,Epiphan (Pearl),Epiphan (Pearl) ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Epiphan (Pearl),Epiphan (Pearl) ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Epiphan (Pearl),Epiphan (Pearl) EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Epiphan (Pearl),Epiphan (Pearl) ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Epiphan (Pearl),Epiphan (Pearl) AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Matrox (Monarch),Matrox (Monarch) ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Matrox (Monarch),Matrox (Monarch) EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Matrox (Monarch),Matrox (Monarch) QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Matrox (Monarch),Matrox (Monarch) ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Matrox (Monarch),Matrox (Monarch) ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Telestream (Wirecast Gear),Telestream (Wirecast Gear) ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Telestream (Wirecast Gear),Telestream (Wirecast Gear) AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Telestream (Wirecast Gear),Telestream (Wirecast Gear) AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Telestream (Wirecast Gear),Telestream (Wirecast Gear) AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,Telestream (Wirecast Gear),Telestream (Wirecast Gear) EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,NewTek (TriCaster),NewTek (TriCaster) AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,NewTek (TriCaster),NewTek (TriCaster) AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,NewTek (TriCaster),NewTek (TriCaster) ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,NewTek (TriCaster),NewTek (TriCaster) ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Lecture Capture & Recording,NewTek (TriCaster),NewTek (TriCaster) EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Promethean,Promethean ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Promethean,Promethean AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Promethean,Promethean ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Promethean,Promethean EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Promethean,Promethean QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,ViewSonic ViewBoard,ViewSonic ViewBoard ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,ViewSonic ViewBoard,ViewSonic ViewBoard ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,ViewSonic ViewBoard,ViewSonic ViewBoard ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,ViewSonic ViewBoard,ViewSonic ViewBoard AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,ViewSonic ViewBoard,ViewSonic ViewBoard AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,BenQ RP Series,BenQ RP Series AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,BenQ RP Series,BenQ RP Series EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,BenQ RP Series,BenQ RP Series AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,BenQ RP Series,BenQ RP Series AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,BenQ RP Series,BenQ RP Series ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Samsung Flip,Samsung Flip ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"","samsung_magicinfo"
Interactive Displays & Classroom Tech,Samsung Flip,Samsung Flip EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"","samsung_magicinfo"
Interactive Displays & Classroom Tech,Samsung Flip,Samsung Flip ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"","samsung_magicinfo"
Interactive Displays & Classroom Tech,Samsung Flip,Samsung Flip AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"","samsung_magicinfo"
Interactive Displays & Classroom Tech,Samsung Flip,Samsung Flip ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"","samsung_magicinfo"
Interactive Displays & Classroom Tech,LG CreateBoard,LG CreateBoard EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"","lg_supersign"
Interactive Displays & Classroom Tech,LG CreateBoard,LG CreateBoard QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"","lg_supersign"
Interactive Displays & Classroom Tech,LG CreateBoard,LG CreateBoard ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"","lg_supersign"
Interactive Displays & Classroom Tech,LG CreateBoard,LG CreateBoard ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"","lg_supersign"
Interactive Displays & Classroom Tech,LG CreateBoard,LG CreateBoard ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"","lg_supersign"
Interactive Displays & Classroom Tech,Newline,Newline AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Newline,Newline AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Newline,Newline AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Newline,Newline EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Newline,Newline AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Vibe Board,Vibe Board AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Vibe Board,Vibe Board ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Vibe Board,Vibe Board ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Vibe Board,Vibe Board EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Interactive Displays & Classroom Tech,Vibe Board,Vibe Board ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Soft dB,Soft dB AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Soft dB,Soft dB ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Soft dB,Soft dB EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Soft dB,Soft dB QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Soft dB,Soft dB ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,AtlasIED (Sound Masking),AtlasIED (Sound Masking) ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,AtlasIED (Sound Masking),AtlasIED (Sound Masking) ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,AtlasIED (Sound Masking),AtlasIED (Sound Masking) AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,AtlasIED (Sound Masking),AtlasIED (Sound Masking) AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,AtlasIED (Sound Masking),AtlasIED (Sound Masking) AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Krisp/Software DSP (adjacent),Krisp/Software DSP (adjacent) EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Krisp/Software DSP (adjacent),Krisp/Software DSP (adjacent) AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Krisp/Software DSP (adjacent),Krisp/Software DSP (adjacent) AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Krisp/Software DSP (adjacent),Krisp/Software DSP (adjacent) ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
Acoustics & Sound Masking,Krisp/Software DSP (adjacent),Krisp/Software DSP (adjacent) ZJ-1393 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Magewell (USB capture),Magewell (USB capture) EX-1714 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Magewell (USB capture),Magewell (USB capture) ES-1049 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Magewell (USB capture),Magewell (USB capture) AW-1250 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Magewell (USB capture),Magewell (USB capture) ZI-6850 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Magewell (USB capture),Magewell (USB capture) EX-5355 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Blackmagic Design,Blackmagic Design QO-1279 Device,2997.16,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Blackmagic Design,Blackmagic Design ES-1049 Device,2824.28,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Blackmagic Design,Blackmagic Design ES-5484 Device,2734.25,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Blackmagic Design,Blackmagic Design ZI-6850 Device,2719.16,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Blackmagic Design,Blackmagic Design AY-9824 Device,2563.8,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Roland ProAV,Roland ProAV AX-9759 Device,2892.48,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Roland ProAV,Roland ProAV AX-5002 Device,2935.19,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Roland ProAV,Roland ProAV EX-9758 Device,2985.34,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Roland ProAV,Roland ProAV AZ-5161 Device,2615.19,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,Roland ProAV,Roland ProAV AZ-6415 Device,2962.33,"Generated Model for Catalog Expansion",Standard,"",""
AV Bridges & Specialty I/O,AverMedia (Pro Capture),AverMedia (Pro Capture) ZP-3635 Device,2528.0,"Generated Model for Catalog Expansion",Standard,"",""
